-0.8,0.06
-0.8,0.075
-0.8,0.09
-0.8,0.105
-0.8,0.12
-0.8,0.135
-0.8,0.15
-0.785,-0.12
-0.785,-0.105
-0.785,-0.09
-0.785,-0.075
-0.785,-0.06
-0.785,-0.045
-0.785,-0.03
-0.785,-0.015
-0.785,0
-0.785,0.015
-0.785,0.03
-0.785,0.045
-0.785,0.06
-0.785,0.075
-0.785,0.09
-0.785,0.105
-0.785,0.12
-0.77,-0.09
-0.77,-0.075
-0.77,-0.06
-0.77,-0.045
-0.77,-0.03
-0.77,-0.015
-0.77,0
-0.77,0.015
-0.77,0.03
-0.77,0.045
-0.77,0.06
-0.77,0.075
-0.77,0.09
-0.755,-0.045
-0.755,-0.03
-0.755,-0.015
-0.755,0
-0.755,0.015
-0.755,0.03
-0.755,0.045
-0.74,-0.105
-0.74,-0.09
-0.74,-0.075
-0.74,-0.06
-0.74,-0.045
-0.74,-0.03
-0.74,-0.015
-0.74,0
-0.74,0.015
-0.74,0.03
-0.74,0.045
-0.74,0.06
-0.74,0.075
-0.74,0.09
-0.74,0.105
-0.725,-0.21
-0.725,-0.18
-0.725,-0.165
-0.725,-0.15
-0.725,-0.135
-0.725,-0.12
-0.725,-0.105
-0.725,-0.09
-0.725,-0.075
-0.725,-0.06
-0.725,-0.045
-0.725,-0.03
-0.725,-0.015
-0.725,0
-0.725,0.015
-0.725,0.03
-0.725,0.045
-0.725,0.06
-0.725,0.075
-0.725,0.09
-0.725,0.105
-0.725,0.12
-0.725,0.135
-0.725,0.15
-0.725,0.165
-0.725,0.18
-0.725,0.21
-0.71,-0.24
-0.71,-0.225
-0.71,-0.21
-0.71,-0.195
-0.71,-0.18
-0.71,-0.165
-0.71,-0.15
-0.71,-0.135
-0.71,-0.12
-0.71,-0.105
-0.71,-0.09
-0.71,-0.075
-0.71,-0.06
-0.71,-0.045
-0.71,-0.03
-0.71,-0.015
-0.71,0
-0.71,0.015
-0.71,0.03
-0.71,0.045
-0.71,0.06
-0.71,0.075
-0.71,0.09
-0.71,0.105
-0.71,0.12
-0.71,0.135
-0.71,0.15
-0.71,0.165
-0.71,0.18
-0.71,0.195
-0.71,0.21
-0.71,0.225
-0.71,0.24
-0.695,-0.285
-0.695,-0.255
-0.695,-0.24
-0.695,-0.225
-0.695,-0.21
-0.695,-0.195
-0.695,-0.18
-0.695,-0.165
